Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,094029,1930,01,25.0,Y
IDCJAC0001,094029,1930,02,31.4,Y
IDCJAC0001,094029,1930,03,15.9,Y
IDCJAC0001,094029,1930,04,51.1,Y
IDCJAC0001,094029,1930,05,37.8,Y
IDCJAC0001,094029,1930,06,29.8,Y
IDCJAC0001,094029,1930,07,57.8,Y
IDCJAC0001,094029,1930,08,36.6,Y
IDCJAC0001,094029,1930,09,38.7,Y
IDCJAC0001,094029,1930,10,41.8,Y
IDCJAC0001,094029,1930,11,64.1,Y
IDCJAC0001,094029,1930,12,64.4,Y
IDCJAC0001,094029,1931,01,32.0,Y
IDCJAC0001,094029,1931,02,53.5,Y
IDCJAC0001,094029,1931,03,105.7,Y
IDCJAC0001,094029,1931,04,46.0,Y
IDCJAC0001,094029,1931,05,57.0,Y
IDCJAC0001,094029,1931,06,85.7,Y
IDCJAC0001,094029,1931,07,67.4,Y
IDCJAC0001,094029,1931,08,30.7,Y
IDCJAC0001,094029,1931,09,45.2,Y
IDCJAC0001,094029,1931,10,92.7,Y
IDCJAC0001,094029,1931,11,72.6,Y
IDCJAC0001,094029,1931,12,4.5,Y
IDCJAC0001,094029,1932,01,7.2,Y
IDCJAC0001,094029,1932,02,33.7,Y
IDCJAC0001,094029,1932,03,164.2,Y
IDCJAC0001,094029,1932,04,78.8,Y
IDCJAC0001,094029,1932,05,9.2,Y
IDCJAC0001,094029,1932,06,63.2,Y
IDCJAC0001,094029,1932,07,56.1,Y
IDCJAC0001,094029,1932,08,116.6,Y
IDCJAC0001,094029,1932,09,41.5,Y
IDCJAC0001,094029,1932,10,105.6,Y
IDCJAC0001,094029,1932,11,32.1,Y
IDCJAC0001,094029,1932,12,62.9,Y
IDCJAC0001,094029,1933,01,55.7,Y
IDCJAC0001,094029,1933,02,38.2,Y
IDCJAC0001,094029,1933,03,53.9,Y
IDCJAC0001,094029,1933,04,56.5,Y
IDCJAC0001,094029,1933,05,43.9,Y
IDCJAC0001,094029,1933,06,35.7,Y
IDCJAC0001,094029,1933,07,29.9,Y
IDCJAC0001,094029,1933,08,25.3,Y
IDCJAC0001,094029,1933,09,42.0,Y
IDCJAC0001,094029,1933,10,109.4,Y
IDCJAC0001,094029,1933,11,51.9,Y
IDCJAC0001,094029,1933,12,49.4,Y
IDCJAC0001,094029,1934,01,25.5,Y
IDCJAC0001,094029,1934,02,32.1,Y
IDCJAC0001,094029,1934,03,16.4,Y
IDCJAC0001,094029,1934,04,67.1,Y
IDCJAC0001,094029,1934,05,7.4,Y
IDCJAC0001,094029,1934,06,26.8,Y
IDCJAC0001,094029,1934,07,54.2,Y
IDCJAC0001,094029,1934,08,33.3,Y
IDCJAC0001,094029,1934,09,79.2,Y
IDCJAC0001,094029,1934,10,68.5,Y
IDCJAC0001,094029,1934,11,47.1,Y
IDCJAC0001,094029,1934,12,133.1,Y
IDCJAC0001,094029,1935,01,26.8,Y
IDCJAC0001,094029,1935,02,126.1,Y
IDCJAC0001,094029,1935,03,39.8,Y
IDCJAC0001,094029,1935,04,215.9,Y
IDCJAC0001,094029,1935,05,22.7,Y
IDCJAC0001,094029,1935,06,61.6,Y
IDCJAC0001,094029,1935,07,32.2,Y
IDCJAC0001,094029,1935,08,53.2,Y
IDCJAC0001,094029,1935,09,20.4,Y
IDCJAC0001,094029,1935,10,65.7,Y
IDCJAC0001,094029,1935,11,73.9,Y
IDCJAC0001,094029,1935,12,82.6,Y
IDCJAC0001,094029,1936,01,16.6,Y
IDCJAC0001,094029,1936,02,7.2,Y
IDCJAC0001,094029,1936,03,21.0,Y
IDCJAC0001,094029,1936,04,38.1,Y
IDCJAC0001,094029,1936,05,19.6,Y
IDCJAC0001,094029,1936,06,54.9,Y
IDCJAC0001,094029,1936,07,30.9,Y
IDCJAC0001,094029,1936,08,79.5,Y
IDCJAC0001,094029,1936,09,32.5,Y
IDCJAC0001,094029,1936,10,42.0,Y
IDCJAC0001,094029,1936,11,49.0,Y
IDCJAC0001,094029,1936,12,109.5,Y
IDCJAC0001,094029,1937,01,86.1,Y
IDCJAC0001,094029,1937,02,26.1,Y
IDCJAC0001,094029,1937,03,37.4,Y
IDCJAC0001,094029,1937,04,24.7,Y
IDCJAC0001,094029,1937,05,75.7,Y
IDCJAC0001,094029,1937,06,34.2,Y
IDCJAC0001,094029,1937,07,27.9,Y
IDCJAC0001,094029,1937,08,16.4,Y
IDCJAC0001,094029,1937,09,47.7,Y
IDCJAC0001,094029,1937,10,66.9,Y
IDCJAC0001,094029,1937,11,19.1,Y
IDCJAC0001,094029,1937,12,65.1,Y
IDCJAC0001,094029,1938,01,92.8,Y
IDCJAC0001,094029,1938,02,108.5,Y
IDCJAC0001,094029,1938,03,118.5,Y
IDCJAC0001,094029,1938,04,32.5,Y
IDCJAC0001,094029,1938,05,29.5,Y
IDCJAC0001,094029,1938,06,104.0,Y
IDCJAC0001,094029,1938,07,96.4,Y
IDCJAC0001,094029,1938,08,28.5,Y
IDCJAC0001,094029,1938,09,23.2,Y
IDCJAC0001,094029,1938,10,46.6,Y
IDCJAC0001,094029,1938,11,57.0,Y
IDCJAC0001,094029,1938,12,58.0,Y
IDCJAC0001,094029,1939,01,16.7,Y
IDCJAC0001,094029,1939,02,54.6,Y
IDCJAC0001,094029,1939,03,43.0,Y
IDCJAC0001,094029,1939,04,29.7,Y
IDCJAC0001,094029,1939,05,38.3,Y
IDCJAC0001,094029,1939,06,103.1,Y
IDCJAC0001,094029,1939,07,47.8,Y
IDCJAC0001,094029,1939,08,106.6,Y
IDCJAC0001,094029,1939,09,79.9,Y
IDCJAC0001,094029,1939,10,32.7,Y
IDCJAC0001,094029,1939,11,99.0,Y
IDCJAC0001,094029,1939,12,42.4,Y
IDCJAC0001,094029,1940,01,36.5,Y
IDCJAC0001,094029,1940,02,37.2,Y
IDCJAC0001,094029,1940,03,31.6,Y
IDCJAC0001,094029,1940,04,18.4,Y
IDCJAC0001,094029,1940,05,37.5,Y
IDCJAC0001,094029,1940,06,20.4,Y
IDCJAC0001,094029,1940,07,23.9,Y
IDCJAC0001,094029,1940,08,21.4,Y
IDCJAC0001,094029,1940,09,45.7,Y
IDCJAC0001,094029,1940,10,44.8,Y
IDCJAC0001,094029,1940,11,45.1,Y
IDCJAC0001,094029,1940,12,74.9,Y
IDCJAC0001,094029,1941,01,75.7,Y
IDCJAC0001,094029,1941,02,19.2,Y
IDCJAC0001,094029,1941,03,78.1,Y
IDCJAC0001,094029,1941,04,14.1,Y
IDCJAC0001,094029,1941,05,9.6,Y
IDCJAC0001,094029,1941,06,25.1,Y
IDCJAC0001,094029,1941,07,56.8,Y
IDCJAC0001,094029,1941,08,74.6,Y
IDCJAC0001,094029,1941,09,42.5,Y
IDCJAC0001,094029,1941,10,36.1,Y
IDCJAC0001,094029,1941,11,34.2,Y
IDCJAC0001,094029,1941,12,132.0,Y
IDCJAC0001,094029,1942,01,21.2,Y
IDCJAC0001,094029,1942,02,21.4,Y
IDCJAC0001,094029,1942,03,32.9,Y
IDCJAC0001,094029,1942,04,31.7,Y
IDCJAC0001,094029,1942,05,83.8,Y
IDCJAC0001,094029,1942,06,33.9,Y
IDCJAC0001,094029,1942,07,45.7,Y
IDCJAC0001,094029,1942,08,57.9,Y
IDCJAC0001,094029,1942,09,60.1,Y
IDCJAC0001,094029,1942,10,32.0,Y
IDCJAC0001,094029,1942,11,25.5,Y
IDCJAC0001,094029,1942,12,49.2,Y
IDCJAC0001,094029,1943,01,42.5,Y
IDCJAC0001,094029,1943,02,37.4,Y
IDCJAC0001,094029,1943,03,7.4,Y
IDCJAC0001,094029,1943,04,75.6,Y
IDCJAC0001,094029,1943,05,16.9,Y
IDCJAC0001,094029,1943,06,67.8,Y
IDCJAC0001,094029,1943,07,34.1,Y
IDCJAC0001,094029,1943,08,25.2,Y
IDCJAC0001,094029,1943,09,40.2,Y
IDCJAC0001,094029,1943,10,33.5,Y
IDCJAC0001,094029,1943,11,88.7,Y
IDCJAC0001,094029,1943,12,62.4,Y
IDCJAC0001,094029,1944,01,109.3,Y
IDCJAC0001,094029,1944,02,26.1,Y
IDCJAC0001,094029,1944,03,44.5,Y
IDCJAC0001,094029,1944,04,57.0,Y
IDCJAC0001,094029,1944,05,60.0,Y
IDCJAC0001,094029,1944,06,57.1,Y
IDCJAC0001,094029,1944,07,32.3,Y
IDCJAC0001,094029,1944,08,19.5,Y
IDCJAC0001,094029,1944,09,54.4,Y
IDCJAC0001,094029,1944,10,96.3,Y
IDCJAC0001,094029,1944,11,38.4,Y
IDCJAC0001,094029,1944,12,73.4,Y
IDCJAC0001,094029,1945,01,92.2,Y
IDCJAC0001,094029,1945,02,22.6,Y
IDCJAC0001,094029,1945,03,20.1,Y
IDCJAC0001,094029,1945,04,8.1,Y
IDCJAC0001,094029,1945,05,13.8,Y
IDCJAC0001,094029,1945,06,23.5,Y
IDCJAC0001,094029,1945,07,27.4,Y
IDCJAC0001,094029,1945,08,74.7,Y
IDCJAC0001,094029,1945,09,58.3,Y
IDCJAC0001,094029,1945,10,31.0,Y
IDCJAC0001,094029,1945,11,30.4,Y
IDCJAC0001,094029,1945,12,29.8,Y
IDCJAC0001,094029,1946,01,14.2,Y
IDCJAC0001,094029,1946,02,80.6,Y
IDCJAC0001,094029,1946,03,255.4,Y
IDCJAC0001,094029,1946,04,57.8,Y
IDCJAC0001,094029,1946,05,23.7,Y
IDCJAC0001,094029,1946,06,67.2,Y
IDCJAC0001,094029,1946,07,93.8,Y
IDCJAC0001,094029,1946,08,160.8,Y
IDCJAC0001,094029,1946,09,66.9,Y
IDCJAC0001,094029,1946,10,52.4,Y
IDCJAC0001,094029,1946,11,77.0,Y
IDCJAC0001,094029,1946,12,54.6,Y
IDCJAC0001,094029,1947,01,20.1,Y
IDCJAC0001,094029,1947,02,31.4,Y
IDCJAC0001,094029,1947,03,81.8,Y
IDCJAC0001,094029,1947,04,22.7,Y
IDCJAC0001,094029,1947,05,87.5,Y
IDCJAC0001,094029,1947,06,190.9,Y
IDCJAC0001,094029,1947,07,71.3,Y
IDCJAC0001,094029,1947,08,82.6,Y
IDCJAC0001,094029,1947,09,41.5,Y
IDCJAC0001,094029,1947,10,193.1,Y
IDCJAC0001,094029,1947,11,35.0,Y
IDCJAC0001,094029,1947,12,124.7,Y
IDCJAC0001,094029,1948,01,28.2,Y
IDCJAC0001,094029,1948,02,21.3,Y
IDCJAC0001,094029,1948,03,52.4,Y
IDCJAC0001,094029,1948,04,57.9,Y
IDCJAC0001,094029,1948,05,62.7,Y
IDCJAC0001,094029,1948,06,34.1,Y
IDCJAC0001,094029,1948,07,32.8,Y
IDCJAC0001,094029,1948,08,19.7,Y
IDCJAC0001,094029,1948,09,71.3,Y
IDCJAC0001,094029,1948,10,104.6,Y
IDCJAC0001,094029,1948,11,63.7,Y
IDCJAC0001,094029,1948,12,46.9,Y
IDCJAC0001,094029,1949,01,106.8,Y
IDCJAC0001,094029,1949,02,29.2,Y
IDCJAC0001,094029,1949,03,28.8,Y
IDCJAC0001,094029,1949,04,26.9,Y
IDCJAC0001,094029,1949,05,61.4,Y
IDCJAC0001,094029,1949,06,27.2,Y
IDCJAC0001,094029,1949,07,82.2,Y
IDCJAC0001,094029,1949,08,9.8,Y
IDCJAC0001,094029,1949,09,15.2,Y
IDCJAC0001,094029,1949,10,96.3,Y
IDCJAC0001,094029,1949,11,60.9,Y
IDCJAC0001,094029,1949,12,37.1,Y
IDCJAC0001,094029,1950,01,21.8,Y
IDCJAC0001,094029,1950,02,19.9,Y
IDCJAC0001,094029,1950,03,33.3,Y
IDCJAC0001,094029,1950,04,25.9,Y
IDCJAC0001,094029,1950,05,59.4,Y
IDCJAC0001,094029,1950,06,39.4,Y
IDCJAC0001,094029,1950,07,4.4,Y
IDCJAC0001,094029,1950,08,90.3,Y
IDCJAC0001,094029,1950,09,25.1,Y
IDCJAC0001,094029,1950,10,76.4,Y
IDCJAC0001,094029,1950,11,57.6,Y
IDCJAC0001,094029,1950,12,36.8,Y
IDCJAC0001,094029,1951,01,41.6,Y
IDCJAC0001,094029,1951,02,50.8,Y
IDCJAC0001,094029,1951,03,20.0,Y
IDCJAC0001,094029,1951,04,136.9,Y
IDCJAC0001,094029,1951,05,31.6,Y
IDCJAC0001,094029,1951,06,18.2,Y
IDCJAC0001,094029,1951,07,47.1,Y
IDCJAC0001,094029,1951,08,35.4,Y
IDCJAC0001,094029,1951,09,10.0,Y
IDCJAC0001,094029,1951,10,108.6,Y
IDCJAC0001,094029,1951,11,57.5,Y
IDCJAC0001,094029,1951,12,68.2,Y
IDCJAC0001,094029,1952,01,34.9,Y
IDCJAC0001,094029,1952,02,37.2,Y
IDCJAC0001,094029,1952,03,13.8,Y
IDCJAC0001,094029,1952,04,84.0,Y
IDCJAC0001,094029,1952,05,83.0,Y
IDCJAC0001,094029,1952,06,177.1,Y
IDCJAC0001,094029,1952,07,57.9,Y
IDCJAC0001,094029,1952,08,25.6,Y
IDCJAC0001,094029,1952,09,67.6,Y
IDCJAC0001,094029,1952,10,116.0,Y
IDCJAC0001,094029,1952,11,75.0,Y
IDCJAC0001,094029,1952,12,27.7,Y
IDCJAC0001,094029,1953,01,21.2,Y
IDCJAC0001,094029,1953,02,62.0,Y
IDCJAC0001,094029,1953,03,41.9,Y
IDCJAC0001,094029,1953,04,46.0,Y
IDCJAC0001,094029,1953,05,29.4,Y
IDCJAC0001,094029,1953,06,86.0,Y
IDCJAC0001,094029,1953,07,68.5,Y
IDCJAC0001,094029,1953,08,54.4,Y
IDCJAC0001,094029,1953,09,127.5,Y
IDCJAC0001,094029,1953,10,33.3,Y
IDCJAC0001,094029,1953,11,124.4,Y
IDCJAC0001,094029,1953,12,73.3,Y
IDCJAC0001,094029,1954,01,29.6,Y
IDCJAC0001,094029,1954,02,130.9,Y
IDCJAC0001,094029,1954,03,27.8,Y
IDCJAC0001,094029,1954,04,30.9,Y
IDCJAC0001,094029,1954,05,29.0,Y
IDCJAC0001,094029,1954,06,238.3,Y
IDCJAC0001,094029,1954,07,14.9,Y
IDCJAC0001,094029,1954,08,46.7,Y
IDCJAC0001,094029,1954,09,18.4,Y
IDCJAC0001,094029,1954,10,22.1,Y
IDCJAC0001,094029,1954,11,80.2,Y
IDCJAC0001,094029,1954,12,23.6,Y
IDCJAC0001,094029,1955,01,13.3,Y
IDCJAC0001,094029,1955,02,21.7,Y
IDCJAC0001,094029,1955,03,20.2,Y
IDCJAC0001,094029,1955,04,82.7,Y
IDCJAC0001,094029,1955,05,38.1,Y
IDCJAC0001,094029,1955,06,66.5,Y
IDCJAC0001,094029,1955,07,57.7,Y
IDCJAC0001,094029,1955,08,39.2,Y
IDCJAC0001,094029,1955,09,26.3,Y
IDCJAC0001,094029,1955,10,53.1,Y
IDCJAC0001,094029,1955,11,42.6,Y
IDCJAC0001,094029,1955,12,108.5,Y
IDCJAC0001,094029,1956,01,91.2,Y
IDCJAC0001,094029,1956,02,127.4,Y
IDCJAC0001,094029,1956,03,41.2,Y
IDCJAC0001,094029,1956,04,55.9,Y
IDCJAC0001,094029,1956,05,135.8,Y
IDCJAC0001,094029,1956,06,92.8,Y
IDCJAC0001,094029,1956,07,50.8,Y
IDCJAC0001,094029,1956,08,76.3,Y
IDCJAC0001,094029,1956,09,41.8,Y
IDCJAC0001,094029,1956,10,130.4,Y
IDCJAC0001,094029,1956,11,70.2,Y
IDCJAC0001,094029,1956,12,19.4,Y
IDCJAC0001,094029,1957,01,21.1,Y
IDCJAC0001,094029,1957,02,32.9,Y
IDCJAC0001,094029,1957,03,47.8,Y
IDCJAC0001,094029,1957,04,80.2,Y
IDCJAC0001,094029,1957,05,52.0,Y
IDCJAC0001,094029,1957,06,15.8,Y
IDCJAC0001,094029,1957,07,18.7,Y
IDCJAC0001,094029,1957,08,23.6,Y
IDCJAC0001,094029,1957,09,201.6,Y
IDCJAC0001,094029,1957,10,52.1,Y
IDCJAC0001,094029,1957,11,147.2,Y
IDCJAC0001,094029,1957,12,36.0,Y
IDCJAC0001,094029,1958,01,4.4,Y
IDCJAC0001,094029,1958,02,57.2,Y
IDCJAC0001,094029,1958,03,45.6,Y
IDCJAC0001,094029,1958,04,72.8,Y
IDCJAC0001,094029,1958,05,213.8,Y
IDCJAC0001,094029,1958,06,33.8,Y
IDCJAC0001,094029,1958,07,55.1,Y
IDCJAC0001,094029,1958,08,138.2,Y
IDCJAC0001,094029,1958,09,22.3,Y
IDCJAC0001,094029,1958,10,122.3,Y
IDCJAC0001,094029,1958,11,32.7,Y
IDCJAC0001,094029,1958,12,130.7,Y
IDCJAC0001,094029,1959,01,34.6,Y
IDCJAC0001,094029,1959,02,42.4,Y
IDCJAC0001,094029,1959,03,11.3,Y
IDCJAC0001,094029,1959,04,52.4,Y
IDCJAC0001,094029,1959,05,18.6,Y
IDCJAC0001,094029,1959,06,35.5,Y
IDCJAC0001,094029,1959,07,54.6,Y
IDCJAC0001,094029,1959,08,16.2,Y
IDCJAC0001,094029,1959,09,77.3,Y
IDCJAC0001,094029,1959,10,26.5,Y
IDCJAC0001,094029,1959,11,21.2,Y
IDCJAC0001,094029,1959,12,100.2,Y
IDCJAC0001,094029,1960,01,57.4,Y
IDCJAC0001,094029,1960,02,19.7,Y
IDCJAC0001,094029,1960,03,15.0,Y
IDCJAC0001,094029,1960,04,247.8,Y
IDCJAC0001,094029,1960,05,97.1,Y
IDCJAC0001,094029,1960,06,50.7,Y
IDCJAC0001,094029,1960,07,46.0,Y
IDCJAC0001,094029,1960,08,26.5,Y
IDCJAC0001,094029,1960,09,81.1,Y
IDCJAC0001,094029,1960,10,65.4,Y
IDCJAC0001,094029,1960,11,29.7,Y
IDCJAC0001,094029,1960,12,11.1,Y
IDCJAC0001,094029,1961,01,31.5,Y
IDCJAC0001,094029,1961,02,30.6,Y
IDCJAC0001,094029,1961,03,19.9,Y
IDCJAC0001,094029,1961,04,52.4,Y
IDCJAC0001,094029,1961,05,31.5,Y
IDCJAC0001,094029,1961,06,43.0,Y
IDCJAC0001,094029,1961,07,77.3,Y
IDCJAC0001,094029,1961,08,56.9,Y
IDCJAC0001,094029,1961,09,33.5,Y
IDCJAC0001,094029,1961,10,29.6,Y
IDCJAC0001,094029,1961,11,12.1,Y
IDCJAC0001,094029,1961,12,41.3,Y
IDCJAC0001,094029,1962,01,34.7,Y
IDCJAC0001,094029,1962,02,13.7,Y
IDCJAC0001,094029,1962,03,35.5,Y
IDCJAC0001,094029,1962,04,42.0,Y
IDCJAC0001,094029,1962,05,65.8,Y
IDCJAC0001,094029,1962,06,61.9,Y
IDCJAC0001,094029,1962,07,58.4,Y
IDCJAC0001,094029,1962,08,94.4,Y
IDCJAC0001,094029,1962,09,97.6,Y
IDCJAC0001,094029,1962,10,74.9,Y
IDCJAC0001,094029,1962,11,23.4,Y
IDCJAC0001,094029,1962,12,44.0,Y
IDCJAC0001,094029,1963,01,22.5,Y
IDCJAC0001,094029,1963,02,26.5,Y
IDCJAC0001,094029,1963,03,28.8,Y
IDCJAC0001,094029,1963,04,10.1,Y
IDCJAC0001,094029,1963,05,32.8,Y
IDCJAC0001,094029,1963,06,28.1,Y
IDCJAC0001,094029,1963,07,93.1,Y
IDCJAC0001,094029,1963,08,37.6,Y
IDCJAC0001,094029,1963,09,41.3,Y
IDCJAC0001,094029,1963,10,29.6,Y
IDCJAC0001,094029,1963,11,31.7,Y
IDCJAC0001,094029,1963,12,13.0,Y
IDCJAC0001,094029,1964,01,13.0,Y
IDCJAC0001,094029,1964,02,170.8,Y
IDCJAC0001,094029,1964,03,54.7,Y
IDCJAC0001,094029,1964,04,28.6,Y
IDCJAC0001,094029,1964,05,49.5,Y
IDCJAC0001,094029,1964,06,56.9,Y
IDCJAC0001,094029,1964,07,62.6,Y
IDCJAC0001,094029,1964,08,49.2,Y
IDCJAC0001,094029,1964,09,55.6,Y
IDCJAC0001,094029,1964,10,30.9,Y
IDCJAC0001,094029,1964,11,46.6,Y
IDCJAC0001,094029,1964,12,95.9,Y
IDCJAC0001,094029,1965,01,63.0,Y
IDCJAC0001,094029,1965,02,8.0,Y
IDCJAC0001,094029,1965,03,37.6,Y
IDCJAC0001,094029,1965,04,117.7,Y
IDCJAC0001,094029,1965,05,69.1,Y
IDCJAC0001,094029,1965,06,13.6,Y
IDCJAC0001,094029,1965,07,8.6,Y
IDCJAC0001,094029,1965,08,45.5,Y
IDCJAC0001,094029,1965,09,37.3,Y
IDCJAC0001,094029,1965,10,26.6,Y
IDCJAC0001,094029,1965,11,68.7,Y
IDCJAC0001,094029,1965,12,39.5,Y
IDCJAC0001,094029,1966,01,12.3,Y
IDCJAC0001,094029,1966,02,33.6,Y
IDCJAC0001,094029,1966,03,83.7,Y
IDCJAC0001,094029,1966,04,81.3,Y
IDCJAC0001,094029,1966,05,42.0,Y
IDCJAC0001,094029,1966,06,9.8,Y
IDCJAC0001,094029,1966,07,93.2,Y
IDCJAC0001,094029,1966,08,58.3,Y
IDCJAC0001,094029,1966,09,133.0,Y
IDCJAC0001,094029,1966,10,107.6,Y
IDCJAC0001,094029,1966,11,28.4,Y
IDCJAC0001,094029,1966,12,17.0,Y
IDCJAC0001,094029,1967,01,15.0,Y
IDCJAC0001,094029,1967,02,9.6,Y
IDCJAC0001,094029,1967,03,16.0,Y
IDCJAC0001,094029,1967,04,21.0,Y
IDCJAC0001,094029,1967,05,11.9,Y
IDCJAC0001,094029,1967,06,7.0,Y
IDCJAC0001,094029,1967,07,154.6,Y
IDCJAC0001,094029,1967,08,55.2,Y
IDCJAC0001,094029,1967,09,52.7,Y
IDCJAC0001,094029,1967,10,43.4,Y
IDCJAC0001,094029,1967,11,66.5,Y
IDCJAC0001,094029,1967,12,37.6,Y
IDCJAC0001,094029,1968,01,15.6,Y
IDCJAC0001,094029,1968,02,41.6,Y
IDCJAC0001,094029,1968,03,47.2,Y
IDCJAC0001,094029,1968,04,34.4,Y
IDCJAC0001,094029,1968,05,58.8,Y
IDCJAC0001,094029,1968,06,32.4,Y
IDCJAC0001,094029,1968,07,24.6,Y
IDCJAC0001,094029,1968,08,66.4,Y
IDCJAC0001,094029,1968,09,21.3,Y
IDCJAC0001,094029,1968,10,32.9,Y
IDCJAC0001,094029,1968,11,72.8,Y
IDCJAC0001,094029,1968,12,27.5,Y
IDCJAC0001,094029,1969,01,22.9,Y
IDCJAC0001,094029,1969,02,116.5,Y
IDCJAC0001,094029,1969,03,26.8,Y
IDCJAC0001,094029,1969,04,72.8,Y
IDCJAC0001,094029,1969,05,87.2,Y
IDCJAC0001,094029,1969,06,39.4,Y
IDCJAC0001,094029,1969,07,32.7,Y
IDCJAC0001,094029,1969,08,49.7,Y
IDCJAC0001,094029,1969,09,14.7,Y
IDCJAC0001,094029,1969,10,25.4,Y
IDCJAC0001,094029,1969,11,113.2,Y
IDCJAC0001,094029,1969,12,121.2,Y
IDCJAC0001,094029,1970,01,83.0,Y
IDCJAC0001,094029,1970,02,36.9,Y
IDCJAC0001,094029,1970,03,50.8,Y
IDCJAC0001,094029,1970,04,29.1,Y
IDCJAC0001,094029,1970,05,32.0,Y
IDCJAC0001,094029,1970,06,45.1,Y
IDCJAC0001,094029,1970,07,51.4,Y
IDCJAC0001,094029,1970,08,106.5,Y
IDCJAC0001,094029,1970,09,22.9,Y
IDCJAC0001,094029,1970,10,105.1,Y
IDCJAC0001,094029,1970,11,70.5,Y
IDCJAC0001,094029,1970,12,150.0,Y
IDCJAC0001,094029,1971,01,103.3,Y
IDCJAC0001,094029,1971,02,103.0,Y
IDCJAC0001,094029,1971,03,50.1,Y
IDCJAC0001,094029,1971,04,35.9,Y
IDCJAC0001,094029,1971,05,79.8,Y
IDCJAC0001,094029,1971,06,34.7,Y
IDCJAC0001,094029,1971,07,15.7,Y
IDCJAC0001,094029,1971,08,58.1,Y
IDCJAC0001,094029,1971,09,74.1,Y
IDCJAC0001,094029,1971,10,69.3,Y
IDCJAC0001,094029,1971,11,77.8,Y
IDCJAC0001,094029,1971,12,52.3,Y
IDCJAC0001,094029,1972,01,56.7,Y
IDCJAC0001,094029,1972,02,44.9,Y
IDCJAC0001,094029,1972,03,11.0,Y
IDCJAC0001,094029,1972,04,61.5,Y
IDCJAC0001,094029,1972,05,7.7,Y
IDCJAC0001,094029,1972,06,16.3,Y
IDCJAC0001,094029,1972,07,86.7,Y
IDCJAC0001,094029,1972,08,38.6,Y
IDCJAC0001,094029,1972,09,29.0,Y
IDCJAC0001,094029,1972,10,22.4,Y
IDCJAC0001,094029,1972,11,25.9,Y
IDCJAC0001,094029,1972,12,51.3,Y
IDCJAC0001,094029,1973,01,34.9,Y
IDCJAC0001,094029,1973,02,52.5,Y
IDCJAC0001,094029,1973,03,28.7,Y
IDCJAC0001,094029,1973,04,62.9,Y
IDCJAC0001,094029,1973,05,98.7,Y
IDCJAC0001,094029,1973,06,55.0,Y
IDCJAC0001,094029,1973,07,12.4,Y
IDCJAC0001,094029,1973,08,19.0,Y
IDCJAC0001,094029,1973,09,35.9,Y
IDCJAC0001,094029,1973,10,95.0,Y
IDCJAC0001,094029,1973,11,62.4,Y
IDCJAC0001,094029,1973,12,47.3,Y
IDCJAC0001,094029,1974,01,9.4,Y
IDCJAC0001,094029,1974,02,44.0,Y
IDCJAC0001,094029,1974,03,43.0,Y
IDCJAC0001,094029,1974,04,106.0,Y
IDCJAC0001,094029,1974,05,24.0,Y
IDCJAC0001,094029,1974,06,84.6,Y
IDCJAC0001,094029,1974,07,156.8,Y
IDCJAC0001,094029,1974,08,25.2,Y
IDCJAC0001,094029,1974,09,58.0,Y
IDCJAC0001,094029,1974,10,34.2,Y
IDCJAC0001,094029,1974,11,51.0,Y
IDCJAC0001,094029,1974,12,64.4,Y
IDCJAC0001,094029,1975,01,58.0,Y
IDCJAC0001,094029,1975,02,9.2,Y
IDCJAC0001,094029,1975,03,112.6,Y
IDCJAC0001,094029,1975,04,28.2,Y
IDCJAC0001,094029,1975,05,74.6,Y
IDCJAC0001,094029,1975,06,25.4,Y
IDCJAC0001,094029,1975,07,95.0,Y
IDCJAC0001,094029,1975,08,124.2,Y
IDCJAC0001,094029,1975,09,36.0,Y
IDCJAC0001,094029,1975,10,142.0,Y
IDCJAC0001,094029,1975,11,100.2,Y
IDCJAC0001,094029,1975,12,22.4,Y
IDCJAC0001,094029,1976,01,74.6,Y
IDCJAC0001,094029,1976,02,6.4,Y
IDCJAC0001,094029,1976,03,46.8,Y
IDCJAC0001,094029,1976,04,17.8,Y
IDCJAC0001,094029,1976,05,28.0,Y
IDCJAC0001,094029,1976,06,40.6,Y
IDCJAC0001,094029,1976,07,30.0,Y
IDCJAC0001,094029,1976,08,147.8,Y
IDCJAC0001,094029,1976,09,46.4,Y
IDCJAC0001,094029,1976,10,71.2,Y
IDCJAC0001,094029,1976,11,84.8,Y
IDCJAC0001,094029,1976,12,70.4,Y
IDCJAC0001,094029,1977,01,48.2,Y
IDCJAC0001,094029,1977,02,37.4,Y
IDCJAC0001,094029,1977,03,91.2,Y
IDCJAC0001,094029,1977,04,14.6,Y
IDCJAC0001,094029,1977,05,36.8,Y
IDCJAC0001,094029,1977,06,42.0,Y
IDCJAC0001,094029,1977,07,63.6,Y
IDCJAC0001,094029,1977,08,17.8,Y
IDCJAC0001,094029,1977,09,40.8,Y
IDCJAC0001,094029,1977,10,22.4,Y
IDCJAC0001,094029,1977,11,68.8,Y
IDCJAC0001,094029,1977,12,11.6,Y
IDCJAC0001,094029,1978,01,37.0,Y
IDCJAC0001,094029,1978,02,86.6,Y
IDCJAC0001,094029,1978,03,14.4,Y
IDCJAC0001,094029,1978,04,31.8,Y
IDCJAC0001,094029,1978,05,49.0,Y
